image_name,label,fdcId,description,dataType,calories,unit
churros/2646278,churros,,,,,
churros/264657,churros,,,,,
churros/2647137,churros,,,,,
churros/2666342,churros,,,,,
churros/2673453,churros,,,,,
churros/2685009,churros,,,,,
churros/2698563,churros,,,,,
churros/2702994,churros,,,,,
churros/2704666,churros,,,,,
churros/2704864,churros,,,,,
churros/270881,churros,,,,,
churros/2713091,churros,,,,,
churros/2716874,churros,,,,,
churros/2735825,churros,,,,,
churros/2736060,churros,,,,,
churros/2738945,churros,,,,,
churros/2738984,churros,,,,,
churros/2739115,churros,,,,,
churros/2741606,churros,,,,,
churros/274690,churros,,,,,
churros/2750872,churros,,,,,
churros/2753644,churros,,,,,
churros/2772999,churros,,,,,
churros/2776578,churros,,,,,
churros/27769,churros,,,,,
churros/2782524,churros,,,,,
churros/2793130,churros,,,,,
churros/280963,churros,,,,,
churros/2812252,churros,,,,,
churros/2819066,churros,,,,,
churros/2820326,churros,,,,,
churros/2820413,churros,,,,,
churros/282178,churros,,,,,
churros/2832108,churros,,,,,
churros/2836649,churros,,,,,
churros/2842152,churros,,,,,
churros/2859628,churros,,,,,
churros/286617,churros,,,,,
churros/2866907,churros,,,,,
churros/2873575,churros,,,,,
churros/2873690,churros,,,,,
churros/2880643,churros,,,,,
churros/2882446,churros,,,,,
churros/2885040,churros,,,,,
churros/2889055,churros,,,,,
churros/2891977,churros,,,,,
churros/2893435,churros,,,,,
churros/2895343,churros,,,,,
churros/2897925,churros,,,,,
churros/289828,churros,,,,,
churros/2910273,churros,,,,,
churros/2911512,churros,,,,,
churros/2928399,churros,,,,,
churros/2943448,churros,,,,,
churros/2944975,churros,,,,,
churros/2946237,churros,,,,,
churros/2949351,churros,,,,,
churros/2953954,churros,,,,,
churros/2956369,churros,,,,,
churros/2960870,churros,,,,,
churros/2965884,churros,,,,,
churros/2965940,churros,,,,,
churros/2970599,churros,,,,,
churros/2972693,churros,,,,,
churros/2975534,churros,,,,,
churros/2975545,churros,,,,,
churros/297850,churros,,,,,
churros/2978809,churros,,,,,
churros/2980357,churros,,,,,
churros/2986091,churros,,,,,
churros/2988332,churros,,,,,
churros/2991618,churros,,,,,
churros/3001593,churros,,,,,
churros/3013588,churros,,,,,
churros/3022145,churros,,,,,
churros/3025103,churros,,,,,
churros/3026243,churros,,,,,
churros/3030442,churros,,,,,
churros/3037547,churros,,,,,
churros/303928,churros,,,,,
churros/3040078,churros,,,,,
churros/3048784,churros,,,,,
churros/3052347,churros,,,,,
churros/3052940,churros,,,,,
churros/306398,churros,,,,,
churros/3066612,churros,,,,,
churros/3069986,churros,,,,,
churros/3071889,churros,,,,,
churros/307984,churros,,,,,
churros/3103526,churros,,,,,
churros/3108101,churros,,,,,
churros/3108547,churros,,,,,
churros/3119769,churros,,,,,
churros/3126875,churros,,,,,
churros/3139698,churros,,,,,
churros/3140413,churros,,,,,
churros/3150964,churros,,,,,
churros/3155203,churros,,,,,
churros/3162034,churros,,,,,
churros/3167920,churros,,,,,
churros/3168638,churros,,,,,
churros/3168675,churros,,,,,
churros/3169804,churros,,,,,
churros/3169818,churros,,,,,
churros/3173153,churros,,,,,
churros/317656,churros,,,,,
churros/3179624,churros,,,,,
churros/3179675,churros,,,,,
churros/3187465,churros,,,,,
churros/3192296,churros,,,,,
churros/3210666,churros,,,,,
churros/3222996,churros,,,,,
churros/3224788,churros,,,,,
churros/3225309,churros,,,,,
churros/3230233,churros,,,,,
churros/3242616,churros,,,,,
churros/3243415,churros,,,,,
churros/3243433,churros,,,,,
churros/3244120,churros,,,,,
churros/3247297,churros,,,,,
churros/3250058,churros,,,,,
churros/3250196,churros,,,,,
churros/3260091,churros,,,,,
churros/3263773,churros,,,,,
churros/326731,churros,,,,,
churros/3278449,churros,,,,,
churros/3289362,churros,,,,,
churros/329316,churros,,,,,
churros/3303267,churros,,,,,
churros/3305528,churros,,,,,
churros/330739,churros,,,,,
churros/3315452,churros,,,,,
churros/3317556,churros,,,,,
churros/3320939,churros,,,,,
churros/332227,churros,,,,,
churros/3322549,churros,,,,,
churros/3323489,churros,,,,,
churros/3323514,churros,,,,,
churros/3324031,churros,,,,,
churros/332509,churros,,,,,
churros/3332439,churros,,,,,
churros/3333227,churros,,,,,
churros/3334007,churros,,,,,
churros/3340514,churros,,,,,
churros/3357109,churros,,,,,
churros/3357933,churros,,,,,
churros/3372519,churros,,,,,
churros/3377245,churros,,,,,
churros/3379425,churros,,,,,
churros/3379595,churros,,,,,
churros/3384419,churros,,,,,
churros/3391903,churros,,,,,
churros/3394138,churros,,,,,
churros/3402828,churros,,,,,
churros/3406463,churros,,,,,
churros/3407050,churros,,,,,
churros/3411925,churros,,,,,
churros/3416503,churros,,,,,
churros/3417212,churros,,,,,
churros/3423138,churros,,,,,
churros/3423275,churros,,,,,
churros/3435676,churros,,,,,
churros/3440866,churros,,,,,
churros/3442020,churros,,,,,
churros/3442649,churros,,,,,
churros/3442864,churros,,,,,
churros/3444916,churros,,,,,
churros/3447120,churros,,,,,
churros/3447996,churros,,,,,
churros/3457250,churros,,,,,
churros/3459101,churros,,,,,
churros/3474772,churros,,,,,
churros/3475827,churros,,,,,
churros/3492216,churros,,,,,
churros/3494930,churros,,,,,
churros/3497934,churros,,,,,
churros/3507685,churros,,,,,
churros/3510338,churros,,,,,
churros/3516721,churros,,,,,
churros/3517155,churros,,,,,
churros/3523713,churros,,,,,
churros/3523714,churros,,,,,
churros/3527029,churros,,,,,
churros/3531799,churros,,,,,
churros/3535439,churros,,,,,
churros/354939,churros,,,,,
churros/3554113,churros,,,,,
churros/3559560,churros,,,,,
churros/3569545,churros,,,,,
churros/3574837,churros,,,,,
churros/3578019,churros,,,,,
churros/3580679,churros,,,,,
churros/358317,churros,,,,,
churros/3586197,churros,,,,,
churros/3589834,churros,,,,,
churros/3592222,churros,,,,,
churros/3602024,churros,,,,,
churros/3607340,churros,,,,,
churros/361739,churros,,,,,
churros/3622608,churros,,,,,
churros/3629038,churros,,,,,
churros/3630204,churros,,,,,
churros/3632961,churros,,,,,
churros/365231,churros,,,,,
churros/3671399,churros,,,,,
churros/3690003,churros,,,,,
churros/37027,churros,,,,,
churros/3702731,churros,,,,,
churros/371224,churros,,,,,
churros/3717842,churros,,,,,
churros/3719836,churros,,,,,
churros/3721509,churros,,,,,
churros/3723114,churros,,,,,
churros/3723919,churros,,,,,
churros/3724505,churros,,,,,
churros/3726748,churros,,,,,
churros/3731506,churros,,,,,
churros/373906,churros,,,,,
churros/3745938,churros,,,,,
churros/3750189,churros,,,,,
churros/3754324,churros,,,,,
churros/3756459,churros,,,,,
churros/3763367,churros,,,,,
churros/3767538,churros,,,,,
churros/3783311,churros,,,,,
churros/3784144,churros,,,,,
churros/3789747,churros,,,,,
churros/3794175,churros,,,,,
churros/379590,churros,,,,,
churros/3807310,churros,,,,,
churros/3816744,churros,,,,,
churros/3822614,churros,,,,,
churros/3836893,churros,,,,,
churros/3839923,churros,,,,,
churros/3846374,churros,,,,,
churros/385505,churros,,,,,
churros/3856204,churros,,,,,
churros/3856799,churros,,,,,
churros/3867252,churros,,,,,
churros/3870120,churros,,,,,
churros/3879869,churros,,,,,
churros/3885949,churros,,,,,
churros/389134,churros,,,,,
churros/3897252,churros,,,,,
churros/3903389,churros,,,,,
churros/3904042,churros,,,,,
churros/3909609,churros,,,,,
churros/3913219,churros,,,,,
churros/401669,churros,,,,,
churros/405922,churros,,,,,
churros/407236,churros,,,,,
churros/442192,churros,,,,,
churros/44854,churros,,,,,
churros/455030,churros,,,,,
churros/455213,churros,,,,,
churros/45579,churros,,,,,
churros/471436,churros,,,,,
churros/473437,churros,,,,,
churros/479111,churros,,,,,
churros/479453,churros,,,,,
churros/482129,churros,,,,,
churros/484096,churros,,,,,
churros/48832,churros,,,,,
churros/494193,churros,,,,,
churros/50099,churros,,,,,
churros/505861,churros,,,,,
churros/506009,churros,,,,,
churros/509736,churros,,,,,
churros/511685,churros,,,,,
churros/516764,churros,,,,,
churros/51708,churros,,,,,
churros/522134,churros,,,,,
churros/524374,churros,,,,,
churros/532363,churros,,,,,
churros/534317,churros,,,,,
churros/538282,churros,,,,,
churros/548008,churros,,,,,
churros/552541,churros,,,,,
churros/555461,churros,,,,,
churros/562393,churros,,,,,
churros/578101,churros,,,,,
churros/589371,churros,,,,,
churros/591848,churros,,,,,
churros/593477,churros,,,,,
churros/599957,churros,,,,,
churros/599963,churros,,,,,
churros/604373,churros,,,,,
churros/609015,churros,,,,,
churros/612273,churros,,,,,
churros/613046,churros,,,,,
churros/614370,churros,,,,,
churros/622601,churros,,,,,
churros/624814,churros,,,,,
churros/625610,churros,,,,,
churros/627077,churros,,,,,
churros/630801,churros,,,,,
churros/6380,churros,,,,,
churros/644455,churros,,,,,
churros/644690,churros,,,,,
churros/644700,churros,,,,,
churros/64837,churros,,,,,
churros/666849,churros,,,,,
churros/671479,churros,,,,,
churros/671725,churros,,,,,
churros/671852,churros,,,,,
churros/676752,churros,,,,,
churros/679673,churros,,,,,
churros/680069,churros,,,,,
churros/695872,churros,,,,,
churros/696155,churros,,,,,
churros/705120,churros,,,,,
churros/706007,churros,,,,,
churros/70869,churros,,,,,
churros/709134,churros,,,,,
churros/709515,churros,,,,,
churros/709533,churros,,,,,
churros/719445,churros,,,,,
churros/723691,churros,,,,,
churros/735220,churros,,,,,
churros/735384,churros,,,,,
churros/743695,churros,,,,,
churros/743998,churros,,,,,
churros/753342,churros,,,,,
churros/77767,churros,,,,,
churros/778923,churros,,,,,
churros/781604,churros,,,,,
churros/789892,churros,,,,,
churros/790399,churros,,,,,
churros/791753,churros,,,,,
churros/792291,churros,,,,,
churros/792828,churros,,,,,
churros/795678,churros,,,,,
churros/802144,churros,,,,,
churros/803429,churros,,,,,
churros/808740,churros,,,,,
churros/815509,churros,,,,,
churros/818740,churros,,,,,
churros/822370,churros,,,,,
churros/822987,churros,,,,,
churros/833449,churros,,,,,
churros/854808,churros,,,,,
churros/855389,churros,,,,,
churros/859156,churros,,,,,
churros/859501,churros,,,,,
churros/863367,churros,,,,,
churros/875514,churros,,,,,
churros/881905,churros,,,,,
churros/904536,churros,,,,,
churros/909570,churros,,,,,
churros/910727,churros,,,,,
churros/915843,churros,,,,,
churros/917841,churros,,,,,
churros/924336,churros,,,,,
churros/927440,churros,,,,,
churros/927506,churros,,,,,
churros/934533,churros,,,,,
churros/934551,churros,,,,,
churros/942786,churros,,,,,
churros/943865,churros,,,,,
churros/944058,churros,,,,,
churros/945572,churros,,,,,
churros/945741,churros,,,,,
churros/948792,churros,,,,,
churros/949123,churros,,,,,
churros/956477,churros,,,,,
churros/95735,churros,,,,,
churros/958499,churros,,,,,
churros/962826,churros,,,,,
churros/968913,churros,,,,,
churros/972562,churros,,,,,
churros/97416,churros,,,,,
churros/977938,churros,,,,,
churros/978170,churros,,,,,
churros/98227,churros,,,,,
churros/993534,churros,,,,,
churros/995379,churros,,,,,
hot_and_sour_soup/1002782,hot_and_sour_soup,,,,,
hot_and_sour_soup/1003688,hot_and_sour_soup,,,,,
hot_and_sour_soup/1008185,hot_and_sour_soup,,,,,
hot_and_sour_soup/1008701,hot_and_sour_soup,,,,,
hot_and_sour_soup/1008924,hot_and_sour_soup,,,,,
hot_and_sour_soup/1008925,hot_and_sour_soup,,,,,
hot_and_sour_soup/100938,hot_and_sour_soup,,,,,
hot_and_sour_soup/1010638,hot_and_sour_soup,,,,,
hot_and_sour_soup/1016365,hot_and_sour_soup,,,,,
hot_and_sour_soup/1019649,hot_and_sour_soup,,,,,
hot_and_sour_soup/1037029,hot_and_sour_soup,,,,,
hot_and_sour_soup/1040419,hot_and_sour_soup,,,,,
hot_and_sour_soup/1049240,hot_and_sour_soup,,,,,
hot_and_sour_soup/1055929,hot_and_sour_soup,,,,,
hot_and_sour_soup/1056056,hot_and_sour_soup,,,,,
hot_and_sour_soup/1058607,hot_and_sour_soup,,,,,
hot_and_sour_soup/1065413,hot_and_sour_soup,,,,,
hot_and_sour_soup/1070065,hot_and_sour_soup,,,,,
hot_and_sour_soup/1082041,hot_and_sour_soup,,,,,
hot_and_sour_soup/1094619,hot_and_sour_soup,,,,,
hot_and_sour_soup/1106600,hot_and_sour_soup,,,,,
hot_and_sour_soup/1112261,hot_and_sour_soup,,,,,
hot_and_sour_soup/1112473,hot_and_sour_soup,,,,,
hot_and_sour_soup/111719,hot_and_sour_soup,,,,,
hot_and_sour_soup/1126455,hot_and_sour_soup,,,,,
hot_and_sour_soup/1127147,hot_and_sour_soup,,,,,
hot_and_sour_soup/1128332,hot_and_sour_soup,,,,,
hot_and_sour_soup/1129801,hot_and_sour_soup,,,,,
hot_and_sour_soup/1130495,hot_and_sour_soup,,,,,
hot_and_sour_soup/113560,hot_and_sour_soup,,,,,
hot_and_sour_soup/1139193,hot_and_sour_soup,,,,,
hot_and_sour_soup/114435,hot_and_sour_soup,,,,,
hot_and_sour_soup/1148748,hot_and_sour_soup,,,,,
hot_and_sour_soup/1149539,hot_and_sour_soup,,,,,
hot_and_sour_soup/115001,hot_and_sour_soup,,,,,
hot_and_sour_soup/1151861,hot_and_sour_soup,,,,,
hot_and_sour_soup/1156911,hot_and_sour_soup,,,,,
hot_and_sour_soup/1158432,hot_and_sour_soup,,,,,
hot_and_sour_soup/1162610,hot_and_sour_soup,,,,,
hot_and_sour_soup/1166093,hot_and_sour_soup,,,,,
hot_and_sour_soup/1167380,hot_and_sour_soup,,,,,
hot_and_sour_soup/1168184,hot_and_sour_soup,,,,,
hot_and_sour_soup/1170364,hot_and_sour_soup,,,,,
hot_and_sour_soup/1175557,hot_and_sour_soup,,,,,
hot_and_sour_soup/1178687,hot_and_sour_soup,,,,,
hot_and_sour_soup/1198713,hot_and_sour_soup,,,,,
hot_and_sour_soup/1198892,hot_and_sour_soup,,,,,
hot_and_sour_soup/1200276,hot_and_sour_soup,,,,,
hot_and_sour_soup/1203449,hot_and_sour_soup,,,,,
hot_and_sour_soup/1210863,hot_and_sour_soup,,,,,
hot_and_sour_soup/1211430,hot_and_sour_soup,,,,,
hot_and_sour_soup/121391,hot_and_sour_soup,,,,,
hot_and_sour_soup/1217272,hot_and_sour_soup,,,,,
hot_and_sour_soup/1217663,hot_and_sour_soup,,,,,
hot_and_sour_soup/1222219,hot_and_sour_soup,,,,,
hot_and_sour_soup/12248,hot_and_sour_soup,,,,,
hot_and_sour_soup/1226605,hot_and_sour_soup,,,,,
hot_and_sour_soup/1230972,hot_and_sour_soup,,,,,
hot_and_sour_soup/1231074,hot_and_sour_soup,,,,,
hot_and_sour_soup/1231514,hot_and_sour_soup,,,,,
hot_and_sour_soup/1234662,hot_and_sour_soup,,,,,
hot_and_sour_soup/1235094,hot_and_sour_soup,,,,,
hot_and_sour_soup/1239884,hot_and_sour_soup,,,,,
hot_and_sour_soup/1240584,hot_and_sour_soup,,,,,
hot_and_sour_soup/1250005,hot_and_sour_soup,,,,,
hot_and_sour_soup/1255086,hot_and_sour_soup,,,,,
hot_and_sour_soup/1256622,hot_and_sour_soup,,,,,
hot_and_sour_soup/1257447,hot_and_sour_soup,,,,,
hot_and_sour_soup/1266480,hot_and_sour_soup,,,,,
hot_and_sour_soup/1268619,hot_and_sour_soup,,,,,
hot_and_sour_soup/1273437,hot_and_sour_soup,,,,,
hot_and_sour_soup/127457,hot_and_sour_soup,,,,,
hot_and_sour_soup/1277295,hot_and_sour_soup,,,,,
hot_and_sour_soup/1281123,hot_and_sour_soup,,,,,
hot_and_sour_soup/1288010,hot_and_sour_soup,,,,,
hot_and_sour_soup/128809,hot_and_sour_soup,,,,,
hot_and_sour_soup/1294890,hot_and_sour_soup,,,,,
hot_and_sour_soup/1301607,hot_and_sour_soup,,,,,
hot_and_sour_soup/1307171,hot_and_sour_soup,,,,,
hot_and_sour_soup/130764,hot_and_sour_soup,,,,,
hot_and_sour_soup/1313048,hot_and_sour_soup,,,,,
hot_and_sour_soup/1316758,hot_and_sour_soup,,,,,
hot_and_sour_soup/1321594,hot_and_sour_soup,,,,,
hot_and_sour_soup/1322761,hot_and_sour_soup,,,,,
hot_and_sour_soup/1337126,hot_and_sour_soup,,,,,
hot_and_sour_soup/133866,hot_and_sour_soup,,,,,
hot_and_sour_soup/1342380,hot_and_sour_soup,,,,,
hot_and_sour_soup/1343832,hot_and_sour_soup,,,,,
hot_and_sour_soup/1345478,hot_and_sour_soup,,,,,
hot_and_sour_soup/1346061,hot_and_sour_soup,,,,,
hot_and_sour_soup/1347323,hot_and_sour_soup,,,,,
hot_and_sour_soup/1351779,hot_and_sour_soup,,,,,
hot_and_sour_soup/1362031,hot_and_sour_soup,,,,,
